,Beijing,Guangzhou,Shanghai,Wuhan,Chengdu,Shenyang,Tianjin,Xian,Chongqing,Jinan,Haerbin,Hangzhou,Nanjing,Taiyuan,Changchun,Zhengzhou,Nanning,Kunming,Foshan,Shijiazhuang,Fuzhou,Shenzhen,Changsha,Qingdao,Dalian,Wulumuqi,Hefei,Jilin,Shiyan,Nanchang,Tangshan,Guiyang,Lanzhou,Yinchuan,Liuzhou,Dongguan,Guilin,Anshan,Shantou,Huhehaote,Wenzhou,Zhanjiang,Benxi,Zhenjiang,Xining,Baotou,Changzhou,Zhongshan,Kaifeng,Suuzhou,Qiqihaer,Jinzhou,Huizhou,Weifang,Jincheng,Xiangfan,Fushun,Cangzhou,Jingzhou,Xuzhou,Chengde,Nantong,Yantai,Hengyang,Liaocheng,Taian,Dandong,Yichang,Jiangmen,Yibin,Zhuzhou,Yangzhou,Zunyi,Datong,Xiamen,Mianyang,Jiamusi,Zibo,Zhangjiakou,Dongying,Jiaozuo,Langfang,Chaoyang,Anyang,Baise,Maoming,Jining,Baoding,Zhuhai,Bengbu,Handan,Suining,Yulin,Wuhu,Nanyang,Luzhou,Changde,Zaozhuang,Yanbian,Quanzhou,Yuxi,Zhaoqing,Binnzhou,Jinhua,Xinxiang,Luoyang,Tianshui,Shaoguan,Puyang,Nanchong,Xingtai,Tieling,Fuxin,Wuzhou,Qinhuangdao,Qingyuan,Ganzhou,Qinzhou,Yuulin,Shihezi,Meizhou,Huaihua,Shaoyang,Baoji,Suihua,Changzhi,Liaoyang,Yangjiang,Pingdingshan,Mudanjiang,Anqing,Xiangtan,Panjin,Yiyang,Qianjiang,Yingkou,Enshi,Luohe,Zhoukou,Linyi,Xiaogan,Huanggang,Hengshui,Jixi,Huangshi,Yili,Panzhihua,Xuchang,Taiizhou,Hechi,Wuxi,Xianyang,Weinan,Loudi,Kelamayi,Shangrao,Shuangyashan,Liaoyuan,Ezhou,Tongchuan,Xishuangbanna,Xianning,Heze,Daqing,Dezhou
Aba,0.039881706,0.027261106,0.023172303,0.014407185,0.33249526,0.0079113925,0.022129053,0.039690276,0.062640026,0.015143588,0.002761695,0.010449503,0.012978902,0.012601465,0.0014665003,0.011821455,0.004754815,0.012816256,0.0072848466,0.007283784,0.0063182428,0.0042505662,0.0092334032,0.0039380283,0.0019639132,0.0028468449,0.0022839079,0.0013629919,0.0046205681,0.0020836261,0.0036571655,0.0046370033,0.014357375,0.0056776067,0.0027166925,0.0020712628,0.0030079467,0.0010327267,0.0015747437,0.0031594215,0.00075538576,0.0022666456,0.00016053066,0.0028440175,0.00034252791,0.0011131231,0.0030437852,0.0025778889,0.003116505,0.0048465265,0.00077762691,0.00096656356,0.001912921,0.0023240907,0.0013662981,0.0027579109,0.0013659314,0.0026512886,0.0027518023,0.0021768694,0.0026819977,0.0012052276,0.0013517767,0.0018776543,0.0011726941,0.0022900513,0.00048727918,0.0033805702,0.002546972,0.0043625271,0.0013265249,0.0017046731,0.0032276729,0.0005725872,0.00061331498,0.049152509,0.00028337377,0.002467101,0.0038365296,0.00069757862,0.0032383521,0.0052155886,0.0007019099,0.0032371849,0.0008826309,0.00046337241,0.0016246799,0.0048473435,0.0025797486,0.00060681391,0.0026437009,0.0089844242,0.00068393177,0.00061070774,0.0020655535,0.0044704667,0.0012671931,0.0013053228,0.00015125472,0.00067063106,0.0032885475,0.00066803722,0.0013659344,0.0012015407,0.0011100183,0.002594059,0.0034514246,0.00051356889,0.00083592473,0.0067283086,0.00073016226,0.00024542644,0.00031229373,0.00077228315,0.00047463732,0.00092447309,0.00064257413,0.00071463091,0.00094249748,7.6265499e-05,0.0008028983,0.0010555258,0.0011492658,0.003085964,0.00053865418,0.00099885986,0.0012791952,0.00048769452,0.0010537055,0.00019700095,0.00029053377,0.0015057355,0.00030005233,0.0017480557,0.00043678568,0.00034308036,0.0029877064,0.00099015353,0.00070259312,0.00074440018,0.0032935709,0.0012438031,0.0007719066,7.3024771e-05,0.00043054525,0.00013398007,0.001940132,0.0014218889,0.00043140095,0.0007915818,0.0010364925,0.0091778859,0.0034448459,0.00086870248,8.560004e-05,0.00036175899,3.8417957e-05,5.9752603e-05,0.00077413899,0.00071498457,0.00019931333,0.00051523682,0.00067588606,0.00019142442,0.0016804343
Akesu,0.047043569,0.014440422,0.017765473,0.0062165747,0.013884093,0.013388494,0.024081177,0.0090757028,0.010080639,0.012267759,0.0066448892,0.0068936868,0.0086244135,0.0088159077,0.0031036448,0.0057648724,0.0021574382,0.0043318346,0.0038405377,0.0059871918,0.0041035122,0.0023882784,0.0036329527,0.0036991544,0.0026007732,0.4386079,0.001345662,0.0027641475,0.0012171254,0.00105427,0.0043299187,0.0011198423,0.003705375,0.0036146259,0.0010206938,0.0011321659,0.0011562491,0.0015137466,0.00096240865,0.0035528201,0.00052173256,0.0012836831,0.00026466719,0.0019848916,0.00015381708,0.0015141296,0.0020743163,0.0014286881,0.0016882042,0.0035744675,0.0022051329,0.0014554768,0.0010646744,0.0020796046,0.0006913995,0.000905161,0.0023250861,0.002497883,0.00097998472,0.0014769303,0.0037699992,0.00093516461,0.001395115,0.00075218087,0.00085545457,0.0017248908,0.00074230887,0.00096476071,0.0013963325,0.00057228601,0.00056563787,0.0012229714,0.00062094836,0.0005978813,0.00038577918,0.0016895851,0.00077954131,0.0020949862,0.0048018263,0.00067326974,0.0016077655,0.0053840266,0.0010453398,0.0019315449,0.00036383705,0.00024632954,0.001133056,0.004677372,0.0014592661,0.0003782627,0.0017716966,0.00066242789,0.00034326104,0.00037578428,0.0007568999,0.00064012952,0.00039693316,0.00092010402,0.00030739026,0.00042007944,0.0014225762,0.00032840757,0.0012543167,0.00081011671,0.00061594032,0.0010309304,0.00044304151,0.00025183853,0.00053999483,0.00057279047,0.00054672952,0.00044365696,0.00052667331,0.00037100632,0.00060122624,0.00044442915,0.00033151797,0.00035990059,0.00057741064,0.019136468,0.0004613542,0.00031474853,0.00039308428,0.0005232715,0.0014243891,0.00058198359,0.0020018408,0.00026475781,0.00045369476,0.00044640363,0.00015414543,0.00057117879,0.00045142735,0.00059608916,0.00015663415,0.00049094888,0.00066368557,0.00046338873,0.00036588829,0.00057473641,0.0013602384,0.00059506947,0.00065216587,0.00018036137,0.00019824944,0.13429955,0.00052209028,0.00067468815,0.0003099996,0.00030093827,0.00075602752,0.0022256653,0.0011055428,0.00028474147,0.021451415,0.000212016,0.00010105148,0.00011149457,0.00035414391,0.00021227246,0.00013927885,0.00021799174,0.00042648566,0.00048164102,0.0014019618
Alaer,0.054360165,0.017530097,0.02106607,0.0073631767,0.016456996,0.015594504,0.027918148,0.0105649,0.011966061,0.014303854,0.0077715309,0.0081931099,0.010193333,0.010167583,0.0036210847,0.0067310515,0.0026385408,0.0053043124,0.0046699092,0.0069262234,0.0049264686,0.002904053,0.0043392984,0.004329617,0.0030344607,0.38195124,0.0015899788,0.0032311957,0.0014292883,0.0012569881,0.005023583,0.0013515398,0.0042229068,0.00409685,0.0012377075,0.0013758502,0.0013980749,0.0017669881,0.0011655713,0.0040595548,0.00062329327,0.0015769828,0.00030933069,0.002345865,0.00017364905,0.0017206581,0.0024549564,0.0017389988,0.0019734341,0.004234148,0.0025678088,0.0016921469,0.0012916901,0.002430584,0.0008038182,0.0010660923,0.002714236,0.0028993671,0.0011636491,0.0017331587,0.0043567907,0.0011058577,0.0016314843,0.00090325552,0.00099615625,0.0020138634,0.00086739389,0.0011414007,0.0017022065,0.00068639746,0.00067814107,0.0014429406,0.00074433792,0.00068769324,0.00046493756,0.0019868337,0.00091582168,0.0024453903,0.0055274429,0.0007846364,0.0018734343,0.0062362296,0.0012130967,0.0022521336,0.00044502623,0.0003012275,0.0013246839,0.0054060331,0.0017781264,0.00044521929,0.0020588733,0.00078458066,0.0004196138,0.00044492525,0.00088782928,0.0007671071,0.00047235741,0.0010777266,0.00036044877,0.00050560949,0.0017530143,0.00039894991,0.0014606024,0.00096484447,0.00071815163,0.0012032931,0.00051238854,0.00030422646,0.00062939417,0.0006761032,0.00063426513,0.0005172179,0.00061227983,0.00045184363,0.00069802443,0.00053813098,0.00039895932,0.00044116145,0.00066177144,0.01658831,0.00055746711,0.00037744531,0.00047232637,0.00060719641,0.0016630245,0.00067480075,0.0023348104,0.00032337592,0.00053071888,0.00052338021,0.00018270671,0.00068365509,0.00052557241,0.00071201493,0.00018565414,0.0005724042,0.00078705763,0.00054304841,0.00042906147,0.00067312543,0.0016081545,0.00070479536,0.00075682963,0.00021190094,0.00023539218,0.12744904,0.00063622456,0.0007894467,0.0003694587,0.00036653626,0.00089475274,0.0025812512,0.0012836709,0.00034081994,0.020275874,0.00025270127,0.0001187558,0.0001301533,0.00041996289,0.00024593413,0.00017422144,0.00025906888,0.00049834769,0.00056094606,0.0016309798
Alashan,0.14538446,0.017687608,0.032538009,0.012847677,0.023407872,0.027159653,0.069391684,0.031630248,0.019258412,0.033475396,0.010252877,0.01246262,0.017546223,0.037444658,0.0053910313,0.01724048,0.0022157608,0.0037463966,0.0045554719,0.021101692,0.0061194287,0.0028391309,0.0062213128,0.0085971691,0.0056818226,0.014514076,0.0028242936,0.0046999515,0.0032173843,0.0018532381,0.011689122,0.0014279454,0.025407237,0.04631718,0.0012436066,0.0013594681,0.0015080998,0.0031200718,0.0012313175,0.018180512,0.00084307024,0.001242159,0.00049971498,0.0039961087,0.0009878287,0.0089797433,0.0040698829,0.0016638505,0.0047695492,0.0067589891,0.0034072873,0.0032904631,0.0013203209,0.0051090656,0.0023640507,0.0021949591,0.0044522048,0.0073793458,0.001926348,0.0035562405,0.010545478,0.0018105987,0.0031983685,0.0011450146,0.0025121197,0.0046322019,0.0014621044,0.0020795975,0.0015767526,0.00077171256,0.0008912633,0.0025405814,0.00092257134,0.0023501035,0.00053824779,0.0036720596,0.0010303869,0.0054446905,0.016527843,0.0017427481,0.0051172773,0.016427966,0.0025016607,0.0057787902,0.00036384632,0.0002604422,0.0029983891,0.015880792,0.0016615653,0.00086042032,0.0057225819,0.0012375416,0.00036277715,0.00074706633,0.0020443723,0.00090935847,0.00074001039,0.0023025624,0.00048824859,0.00060053442,0.0011116313,0.000395309,0.00339479,0.0013974551,0.0018748453,0.0032114213,0.00182048,0.00033989294,0.0015989717,0.001209276,0.0018031969,0.00085107164,0.0011212047,0.00042240415,0.0015380441,0.00057072688,0.00048135634,0.00035766357,0.0034817283,0.00036638092,0.00061738017,0.00048704886,0.00058616854,0.0019984543,0.002167321,0.0021096722,0.0040829344,0.00028737155,0.0013063185,0.00067484906,0.00030604837,0.00093334062,0.00098363351,0.0010190078,0.00032158173,0.0010547787,0.0013346695,0.0012489021,0.00095214534,0.0014044674,0.0029500323,0.0012184797,0.0020322775,0.00025105734,0.00038470522,0.00052271955,0.0004579628,0.0019009616,0.00052070164,0.0003297915,0.0014612662,0.0088559511,0.0041945391,0.00046363155,0.00041070388,0.0003687231,0.00013569792,0.00020392608,0.00070823971,0.00087792324,8.3275734e-05,0.00041660034,0.0011777079,0.00079319706,0.0040535626
Aletai,0.034407562,0.0063508612,0.010207901,0.0032906137,0.0059392189,0.010087364,0.017070162,0.0050122118,0.0046878158,0.0079907414,0.0052492439,0.0037910902,0.0049574391,0.0059141564,0.0024228906,0.0034343969,0.00085330241,0.0015450686,0.0016611391,0.0040758397,0.0020689393,0.0010449787,0.0017704799,0.0024167896,0.0018483709,0.69789593,0.00076022208,0.0021156326,0.00064640803,0.00054130533,0.0031065299,0.00046095457,0.0020971051,0.0024369172,0.00042789169,0.00049565113,0.00050096559,0.0010946592,0.00044396975,0.0026835564,0.00027714747,0.00050669918,0.00019447847,0.0011507584,8.5243762e-05,0.0012046812,0.0011852077,0.00061734105,0.0010140164,0.0020564679,0.0018462762,0.0010824835,0.00047509817,0.0013587181,0.00042441666,0.00048270822,0.0017316756,0.0017133887,0.00049540597,0.00089646269,0.0028516501,0.00054989902,0.00093246501,0.0003502931,0.00055132626,0.0011006343,0.00053754971,0.00048894735,0.00059311301,0.00023338042,0.00026975422,0.00072128524,0.00026742631,0.00043568174,0.00018698205,0.00077515176,0.00061584307,0.0013669398,0.0036130054,0.00045370238,0.00097192521,0.0037968763,0.00078337651,0.0011960467,0.00014072711,0.00010076783,0.00070780769,0.0032912499,0.00062595371,0.00022177842,0.0011388304,0.00029612797,0.00013931632,0.00021048255,0.00042117274,0.00026705517,0.00019381893,0.00056894658,0.00023102945,0.00020584293,0.00049317865,0.00014157511,0.00084162346,0.00043963948,0.00037719323,0.0005983145,0.00023752204,0.00011455174,0.00033932544,0.00026649538,0.00036120176,0.00033701107,0.00040066488,0.00015523411,0.00043541581,0.00019698559,0.00015740836,0.00014182562,0.00038623154,0.023297167,0.00021500126,0.00014251552,0.00017793182,0.00028484059,0.0011584091,0.00036997396,0.0014736306,0.00011008895,0.00026255047,0.00034331879,8.3615147e-05,0.00027186799,0.00033310214,0.00028480598,8.0428128e-05,0.0003557739,0.00032107593,0.00026807161,0.00021407646,0.00036117232,0.00072606365,0.00031976016,0.00043922565,0.00013938836,0.00010384912,0.011683343,0.00018489468,0.00039510645,0.00016914675,0.0001204304,0.00043709444,0.0012588256,0.00064243227,0.00013286428,0.029079461,0.00011170589,7.8957047e-05,8.4589884e-05,0.0001872458,0.00012341919,4.4296049e-05,0.00011197281,0.00026298199,0.00039328737,0.00092972845
Ali,0.079547369,0.045367549,0.040187473,0.015457427,0.04267446,0.02153229,0.042208611,0.020878991,0.028766781,0.023776142,0.0098311479,0.016461079,0.019483117,0.016413041,0.0047197047,0.012365375,0.007695397,0.01737937,0.012313365,0.010999015,0.010921588,0.0075564404,0.010000268,0.0071398608,0.00451384,0.13230764,0.0031017396,0.0042981952,0.0029700314,0.0027331601,0.0074738231,0.0037516632,0.0077743395,0.0064633578,0.0033794864,0.003578287,0.0036786839,0.0025641137,0.0028570171,0.0057941943,0.0013015129,0.0046033557,0.00043701954,0.0044380963,0.00031424608,0.0023340353,0.004722437,0.0045888758,0.0035942778,0.0080722662,0.0030483249,0.0023923659,0.0032881058,0.0040154212,0.0014279458,0.002212798,0.0037785889,0.0045521142,0.0025702289,0.0031174815,0.00611869,0.0020553398,0.0026174403,0.0021915869,0.0016776428,0.0034260001,0.0012519131,0.0025070618,0.004578711,0.0019074118,0.0016022461,0.0026770382,0.001957528,0.0010159707,0.0010779269,0.0047472575,0.0011285126,0.0040524676,0.007869001,0.0012525218,0.0033857644,0.0094998778,0.0017067568,0.0039661579,0.0013311952,0.00084527575,0.002308351,0.0082750224,0.0047292928,0.00083281522,0.0034800148,0.0019507056,0.00118835,0.0008761868,0.0017574042,0.002081608,0.0010839129,0.001898596,0.00048568057,0.0011579462,0.005950181,0.0010560897,0.0023462825,0.001967278,0.0012801299,0.0022716047,0.0010263455,0.00075839339,0.0010904583,0.001608594,0.001040275,0.00070364158,0.00083950641,0.0012368134,0.0010249491,0.0013808958,0.0009475789,0.001291481,0.0010678347,0.004316651,0.0013516224,0.00094309974,0.0011820893,0.0012090864,0.0020318464,0.0011540216,0.0033144315,0.00089084014,0.0010063988,0.00068105319,0.00037327065,0.0016177762,0.00074790432,0.0016761912,0.00040285725,0.00083114298,0.0018170916,0.0010310168,0.00080476038,0.0011634472,0.0033429057,0.0014552087,0.0012142659,0.00027047776,0.0005002213,0.013597479,0.0020904576,0.0014784285,0.00074800431,0.0010546798,0.00169683,0.0049581843,0.0024073981,0.00082388053,0.0049985595,0.00053343561,0.00014866634,0.00017643554,0.00088305051,0.00045959133,0.00065503151,0.00056268146,0.00088155218,0.00069034169,0.0026591894
Ankang,0.025469365,0.011005141,0.02020986,0.022907972,0.018112577,0.0084196468,0.015197006,0.32333953,0.10423622,0.010870075,0.0025566688,0.016243882,0.013948321,0.0099369367,0.00075011222,0.034779516,0.0030466769,0.0035897787,0.0029238098,0.0058758967,0.00426519,0.0018138915,0.0073762691,0.0025759303,0.0023600433,0.00080107638,0.0027779743,0.0013472132,0.061237397,0.0020178398,0.0023921024,0.0015984308,0.0015526768,0.00130622,0.0021909578,0.00087304604,0.00090168999,0.0011781478,0.0016637834,0.0014371372,0.0010295344,0.00055074229,7.6447068e-05,0.0029124318,6.0142739e-05,0.00095571505,0.0030761923,0.0010853513,0.0078785729,0.0045435264,0.0006706478,0.00056495682,0.0019131146,0.003563601,0.001155723,0.009049408,0.0014529685,0.001803849,0.0070477736,0.001982779,0.003015087,0.0018296468,0.0018726393,0.0010991594,0.00090984798,0.0018652924,0.00054518144,0.0031456921,0.00091801997,0.00062408384,0.0019531102,0.0015593238,0.0023352357,0.00070250352,0.00031447644,0.0041218683,0.0002509757,0.0017768971,0.0043741939,0.0010174476,0.0091649876,0.0037308929,0.00041471469,0.00727936,0.00015426272,0.00011786531,0.0012670394,0.0067072423,0.0022786953,0.00058538671,0.0022357373,0.0017815546,0.00018146796,0.00060569796,0.0037242877,0.0017466454,0.00091310213,0.001039575,0.00014928754,0.00081446668,0.00048144752,0.00061353153,0.00085153917,0.0010442437,0.001205138,0.010871666,0.0006989706,0.00027192508,0.00073644786,0.0047360739,0.0012659443,0.0001349614,0.00033143968,0.00020841668,0.00029275997,0.00094531171,0.00081218692,0.00046615889,0.0011917936,1.0027637e-05,0.00030561126,0.00032382143,0.0014368898,0.0018744406,0.0004801043,0.00077074603,0.00065843889,0.00014105756,0.0014058443,7.8852306e-05,0.00026026584,0.0009295908,0.00033739646,0.0031292086,0.00067446429,0.00039608153,0.0094455586,0.0012456527,0.0018157646,0.00058599749,0.005561128,0.0027499002,0.00055579484,6.7098882e-05,0.00056861755,3.7568798e-05,0.00037881148,0.0018137168,0.00025014706,0.00050029482,0.0010093854,0.032060188,0.0074751161,0.00028858089,1.0405698e-05,0.00032681066,3.4547729e-05,3.1512769e-05,0.0011308853,0.0023353574,5.9620735e-05,0.0011100714,0.0014243023,8.2719327e-05,0.001089207
Anqing,0.020308508,0.015704832,0.087221041,0.050838047,0.0014778655,0.0080447702,0.015554234,0.006702441,0.008949158,0.019625749,0.0023041854,0.16149832,0.11559922,0.002522821,0.00067290455,0.017562765,0.0016989971,0.00094123926,0.0041935483,0.0032926468,0.014203362,0.0026574538,0.011524305,0.0058471957,0.0027201556,0.00021174792,0.051267327,0.0013194565,0.0023126796,0.021081587,0.0024219244,0.00034437802,0.00017332666,0.00021734156,0.0012030857,0.0012364127,0.0009979187,0.0013165025,0.0033359083,0.00040145184,0.0055184204,0.00057183347,6.9168855e-05,0.019313877,8.1672044e-06,0.00029242971,0.020182308,0.0015288486,0.0069794559,0.021799811,0.00050305085,0.00053782758,0.0028887907,0.0054178783,0.00053217523,0.0015433265,0.0015025134,0.0022083937,0.0076173638,0.0076001383,0.0020646046,0.0087697921,0.0028064875,0.0016805237,0.0010981294,0.0038430042,0.00062286708,0.0015453186,0.0012639954,8.0092329e-05,0.003509608,0.0090966196,0.00043706075,0.00031013384,0.00089417659,0.00019279305,0.0002296093,0.0032204726,0.0023017824,0.0011820148,0.0036373375,0.0031735956,0.00035151261,0.0054376412,9.0156006e-05,0.00013368754,0.0028275573,0.003856706,0.0026927102,0.004296246,0.0014074991,0.00011075216,0.00017225934,0.012529776,0.0011252781,0.00026703985,0.00048627274,0.0033514529,0.00015816039,0.0026223967,0.00014903469,0.00062848044,0.0012493299,0.0050056676,0.0007571893,0.0022279286,5.0804132e-05,0.00050131707,0.00064638243,0.00026214543,0.00076391193,0.00012362316,0.0002949108,0.00024586672,0.00028961617,0.0011342911,0.0019811809,0.00029520267,0.00021471287,2.4171912e-06,0.00076539487,0.00030594139,0.00092603984,9.5999011e-05,0.00039542235,0.00033016197,0.00060782076,0.00018810079,0.00063122765,6.8323341e-05,0,0.001461368,0.00033178119,0.0025004008,0.00053917061,0.00042500582,0.0011187797,0.0010126112,0.0026818736,0.0014558205,0.0074800873,0.059739568,0.0005727783,6.5552492e-05,0.0042644969,1.0469358e-05,8.1549017e-05,0.0011778852,0.00096876521,0.00022716256,0.0053294981,0.0012559138,0.00033169709,0.00038565559,2.5882092e-06,0.0022904375,3.265853e-05,2.853506e-05,0.0048537901,0.00013417726,2.0199551e-05,0.004604475,0.0016935223,7.0715024e-05,0.0017128414
Anshan,0.050004146,0.0013529091,0.012535364,0.0012390837,0.00030658231,0.24733484,0.036544972,0.00067183927,0.00050939101,0.011938442,0.012554884,0.0030370455,0.0048647542,0.0020798186,0.011294599,0.0014565091,9.3605766e-05,7.7262511e-05,0.00032420273,0.0027999375,0.0010408484,0.00022738168,0.00046051743,0.0085017733,0.092386397,8.4290935e-05,0.00056158613,0.012064057,0.00012233319,0.00022866015,0.010726336,4.0508084e-05,7.711184e-05,0.00014483524,5.5031834e-05,0.00010577383,7.6766795e-05,0,0.00013493535,0.000677082,0.00019407871,6.4861058e-05,0.0062882843,0.0012798044,1.7970109e-06,0.00019408887,0.0011891317,0.00012464893,0.00056120466,0.0024189527,0.0021109743,0.019401592,0.00011328733,0.003579375,0.00015596583,0.00012302682,0.048123962,0.0026914993,0.00013008249,0.00098768003,0.0061449393,0.00078768726,0.0052751473,7.709789e-05,0.00053186172,0.0014072253,0.068039874,0.00010056793,0.00010875238,1.4381697e-05,6.9643786e-05,0.00090335449,2.5056672e-05,0.00023460964,7.4763014e-05,4.4679634e-05,0.00080189501,0.002650103,0.0029571641,0.0013268175,0.00038955719,0.005771675,0.0061746284,0.0007356598,1.2797166e-05,1.4857461e-05,0.00076006809,0.002980727,0.00012344429,0.000196237,0.00074141748,2.0397491e-05,1.8867732e-05,0.00016420184,0.00012246519,1.8913272e-05,4.0305942e-05,0.00067663254,0.00099582488,8.6732919e-05,2.4626885e-05,2.5700625e-05,0.0017979783,0.00033773823,0.00019633667,0.00017431825,1.5570907e-05,2.70611e-05,0.00024917877,2.0941907e-05,0.00026745773,0.0048800207,0.0055275331,2.3789241e-05,0.0023907524,4.0278963e-05,4.7743183e-05,1.6472151e-05,6.0693444e-05,2.4278253e-06,6.5436206e-05,2.177241e-05,3.0279877e-05,2.6325929e-05,0.0018751322,0.00014928336,0.18109065,1.7946234e-05,9.4009e-05,0.00095341515,4.5982105e-05,6.2251329e-05,0.014259308,5.9832991e-05,2.2100411e-05,0.048384222,4.7904056e-05,0.00011745295,0.00011863393,0.00057866575,0.0002601968,0.00014568174,0.00047125463,0.00025404921,4.1703995e-05,4.0374479e-06,7.5127478e-06,0.00017087543,0.00014280084,1.2375795e-05,0.00051867485,0.00015312213,0.00011145492,2.4675706e-05,3.0223734e-06,6.3032714e-05,0.00011663368,0.00092765093,7.6541444e-05,1.7512779e-05,1.8407428e-06,3.7877275e-05,0.0002075929,0.00073593123,0.0012549857
Anshun,0.018027825,0.090360252,0.02447028,0.016607797,0.045290164,0.0043177094,0.010955157,0.011733598,0.067458032,0.0088458012,0.0015082227,0.012536461,0.01266535,0.0046916271,0.0007921285,0.0065938076,0.039663724,0.068560504,0.026320968,0.0032075303,0.010749495,0.013521253,0.018234571,0.0026295385,0.0011591546,0.00077994902,0.0022471436,0.00077261638,0.0027266038,0.0031968673,0.0018593312,0.1376586,0.001340824,0.0010235782,0.022386056,0.0067763032,0.016430427,0.00060751596,0.0037858158,0.0010223154,0.0010577536,0.010984883,9.5231108e-05,0.0027450322,3.264551e-05,0.00033069221,0.0031081369,0.0087949742,0.0018964678,0.0049993409,0.00037828221,0.0005128817,0.0056476404,0.0014835517,0.0006285898,0.0021966553,0.0007830261,0.001346926,0.0038063009,0.0016065926,0.0012285734,0.0011589323,0.00087289761,0.0052707301,0.00064466725,0.0013974466,0.00029230936,0.003558623,0.0095123623,0.0077786087,0.0031115801,0.0015401365,0.015395928,0.0002211365,0.0012146596,0.0036736577,0.00015984264,0.0015034688,0.0015659249,0.0004048833,0.0016458685,0.0024945145,0.00035631782,0.001796344,0.012252055,0.0021701543,0.001036204,0.0021428347,0.0088582555,0.00050641026,0.0013132082,0.0029413758,0.0037453427,0.00064787851,0.0013296064,0.011206682,0.0021235843,0.00089721471,9.1130729e-05,0.0012775091,0.016874281,0.0026924111,0.00076977506,0.0015376453,0.00060366988,0.0013080814,0.00037350409,0.0015333791,0.00046558686,0.0020658861,0.0003490204,0.00013501287,0.0001635383,0.0038588457,0.00024600365,0.0032572974,0.0014905429,0.0045491133,0.00025639046,2.1879885e-05,0.001928511,0.0039005615,0.0043051974,0.00056101657,0.00027822899,0.00043261746,0.00072959151,0.0020379776,0.00061868777,0.00011448322,0.00033458045,0.0035445035,0.00016478264,0.0038265156,0.00053471085,0.00019665599,0.0035609915,0.00065623922,0.00049107241,0.00051068281,0.0034326609,0.0014096722,0.00038289568,4.2793201e-05,0.00055929242,4.1770987e-05,0.0034397917,0.0008733115,0.00054873982,0.011468363,0.0010399712,0.0022664598,0.0011425405,0.0023502684,2.529894e-05,0.00050806825,2.2130802e-05,3.3593248e-05,0.00094196388,0.00019710884,0.00056149351,0.00072227356,0.00041636137,9.6091101e-05,0.00090825824
